phrase 1	phrase 1 clean	phrase 2	phrase 2 clean	side to be replaced	SST replacement 1	SST replacement 2	SST replacement 3	SST replacement 4
their best work	their best work	in their underwritten roles	in their underwritten roles	right	in a world that thrives on artificiality	at its greasiest	in the genre	of the crimes
the emotional development	the emotional development	of the delicate characters	of the delicate characters	left	moments of hilarity	the dramatic scenes	the richness of characterization	a haunting dramatization
the emotional development	the emotional development	of the delicate characters	of the delicate characters	right	of entangled interrelationships and complex morality	of becoming a better person through love	of creative insanity	of veracity and narrative grace
a poster boy	a poster boy	for the geek generation	for the geek generation	left	the multiple stories	a plot twist	the ups and downs	the film's story
a poster boy	a poster boy	for the geek generation	for the geek generation	right	for the buffs	for all audiences	in the truest sense	of the marketplace
a serious exploration	a serious exploration	of ego and jealousy	of ego and jealousy	left	a strangely tempting bouquet	the adrenaline jolt	his intelligent grasp	a carefully balanced scenario
a serious exploration	a serious exploration	of ego and jealousy	of ego and jealousy	right	of terrible events	of the war	of a ruthless army on the warpath	of gory mayhem
a certain degree	a certain degree	of wit and dignity	of wit and dignity	left	the ins and outs	the most notable observation	a loquacious videologue	the wonder and menace
a certain degree	a certain degree	of wit and dignity	of wit and dignity	right	of entertainment and education	of neighborhood values	of comedy and romance	of human decency
the cutthroat world	the cutthroat world	of children 's television	of children's television	left	the script's potential	a large cast	the peculiar egocentricities	filmmakers and performers
the cutthroat world	the cutthroat world	of children 's television	of children's television	right	of mystery and quietness	of pop+AC0-music history	of this true story	of the psychopathic mind
a pale imitation	a pale imitation	of the real deal	of the real deal	left	the predictable plot	the flawed support structure	the dull effects	the wasted potential
a pale imitation	a pale imitation	of the real deal	of the real deal	right	of a sudden lunch rush at the diner	of a happy ending	of its sweeping battle scenes	of romantic comedy
the overall feeling	the overall feeling	is genial and decent	is genial and decent	left	the greatest natural sportsman	the acerbic repartee	the shocking conclusion	the dramatic scene
the overall feeling	the overall feeling	is genial and decent	is genial and decent	right	makes the old story seem new	is honestly affecting	is meaningful or memorable	is rich in emotional texture
the immediate aftermath	the immediate aftermath	of the terrorist attacks	of the terrorist attacks	left	the spare precision	the psychological thriller	a serious drama	the real story
the immediate aftermath	the immediate aftermath	of the terrorist attacks	of the terrorist attacks	right	of terrible events	of isolation and frustration	of a meltdown	of its chilly predecessor
the complicated relationships	the complicated relationships	in a marching band	in a marching band	left	the only young people	a young actress	the movie or the discussion	the rowdy participants
the complicated relationships	the complicated relationships	in a marching band	in a marching band	right	of the directing world	with both adults and younger audiences	of its cast	in the movie
the pilot episode	the pilot episode	of a TV series	of a TV series	left	the fictional footage	the otherwise compelling director	the cinematic equivalent	the obstacle course
the pilot episode	the pilot episode	of a TV series	of a TV series	right	for this movie	of a screenplay	of the bard's tragic play	of black comedy
the cinematic equivalent	the cinematic equivalent	of a legal indictment	of a legal indictment	left	the origin story	the imagined glory	the dry wit	the testimony of witnesses
the cinematic equivalent	the cinematic equivalent	of a legal indictment	of a legal indictment	right	of life and death	of mergers and downsizing	of the pool	of the quirks of fame
the slow buildup	the slow buildup	that has preceded them	that has preceded them	left	an oafish idiot	an action hero	a besotted and obvious drama	a tortuous comment
the slow buildup	the slow buildup	that has preceded them	that has preceded them	right	that transcends language	that entertains even as it turns maddeningly predictable	that tries to tell of the unspeakable	that is presented with universal appeal
the utter authority	the utter authority	of a genre gem	of a genre gem	left	a prolific director	the storytelling instincts	the occasional bursts	the tiny revelations
the utter authority	the utter authority	of a genre gem	of a genre gem	right	of the familiar masterpiece	of relaxing around old friends	of entangled interrelationships and complex morality	of veracity and narrative grace
An annoying orgy	an annoying orgy	of excess and exploitation	of excess and exploitation	left	the worst sin	a dark pit	junk food cinema	a confusing sudden finale
An annoying orgy	an annoying orgy	of excess and exploitation	of excess and exploitation	right	of shenanigans and slapstick	of office politics	of melodramatic moviemaking	of phony blood
